Binomial,bm_g,bs_cm,,,,
Stigmatura_napensis,10.02,1.00,,,,
Stigmochelys_pardalis,20000.00,4.30,,,,
Stilosoma_extenuatum,104.49,2.02,,,,
Stiltia_isabella,67.87,1.83,,,,
Stiphodon_elegans,0.98,-0.01,,,,
Stiphrornis_erythrothorax,15.15,1.18,,,,
Stipiturus_malachurus,7.52,0.88,,,,
Stipiturus_malachurus_malachurus,7.30,0.86,,,,
Stipiturus_mallee,5.50,0.74,,,,
Stipiturus_ruficeps,5.31,0.73,,,,
Stizorhina_finschi,37.00,1.57,,,,
Stizorhina_fraseri,35.64,1.55,,,,
Stochomys_longicaudatus,73.00,1.86,,,,
Stockoceros_conklingi,51095.38,4.71,,,,
Stockoceros_onusrosagris,54984.70,4.74,,,,
Stolephorus_commersonnii,9.17,0.96,,,,
Stolothrissa_tanganicae,10.56,1.02,,,,
Stomatorhinus_ivindoensis,1.96,0.29,,,,
Stomias_boa_ferox,31.25,1.49,,,,
Stomiopera_flava,22.00,1.34,,,,
Stomiopera_unicolor,29.93,1.48,,,,
Storeria_dekayi,52.35,1.72,,,,
Storeria_hidalgoensis,26.00,1.41,,,,
Storeria_occipitomaculata,25.99,1.41,,,,
Storeria_victa,45.00,1.65,,,,
Strangomera_bentincki,330.98,2.52,,,,
Strepera_fuliginosa,382.12,2.58,,,,
Strepera_graculina,322.84,2.51,,,,
Strepera_versicolor,448.87,2.65,,,,
Streptocitta_albertinae,248.00,2.39,,,,
Streptocitta_albicollis,248.00,2.39,,,,
Streptopelia_bitorquata,160.67,2.21,,,,
Streptopelia_capicola,154.50,2.19,,,,
Streptopelia_chinensis,177.18,2.25,,,,
Streptopelia_decaocto,167.42,2.22,,,,
Streptopelia_decipiens,148.24,2.17,,,,
Streptopelia_hypopyrrha,167.00,2.22,,,,
Streptopelia_lugens,160.56,2.21,,,,
Streptopelia_orientalis,255.93,2.41,,,,
Streptopelia_picturata_copperingi,197.50,2.30,,,,
Streptopelia_picturata_picturata,220.00,2.34,,,,
Streptopelia_reichenowi,123.00,2.09,,,,
Streptopelia_roseogrisea,156.36,2.19,,,,
Streptopelia_semitorquata,217.25,2.34,,,,
Streptopelia_senegalensis,107.84,2.03,,,,
Streptopelia_senegalensis_sokotrae,67.00,1.83,,,,
Streptopelia_tranquebarica,116.67,2.07,,,,
Streptopelia_turtur,143.08,2.16,,,,
Streptopelia_vinacea,113.00,2.05,,,,
Streptoprocne_biscutata,105.94,2.03,,,,
Streptoprocne_biscutata_seridoensis,85.00,1.93,,,,
Streptoprocne_phelpsi,21.71,1.34,,,,
Streptoprocne_rutila,21.67,1.34,,,,
Streptoprocne_semicollaris,176.67,2.25,,,,
Streptoprocne_zonaris,91.11,1.96,,,,
Stresemannia_bougainvillei,36.20,1.56,,,,
Strigocuscus_celebensis,500.00,2.70,,,,
Strigocuscus_gymnotis,2700.51,3.43,,,,
Strigocuscus_pelengensis,500.00,2.70,,,,
Strigops_habroptila,2697.44,3.43,,,,
Strigops_habroptilus,1623.82,3.21,,,,
Strix_albitarsis,559.09,2.75,,,,
Strix_aluco,499.32,2.70,,,,
Strix_butleri,218.25,2.34,,,,
Strix_chacoensis,338.33,2.53,,,,
Strix_davidi,671.05,2.83,,,,
Strix_fulvescens,637.80,2.80,,,,
Strix_huhula,370.00,2.57,,,,
Strix_hylophila,340.72,2.53,,,,
Strix_leptogrammica,1026.67,3.01,,,,
Strix_leptogrammica_bartelsi,1300.00,3.11,,,,
Strix_leptogrammica_newarensis,970.00,2.99,,,,
Strix_nebulosa,1150.23,3.06,,,,
Strix_nigrolineata,469.95,2.67,,,,
Strix_nivicolum,496.50,2.70,,,,
Strix_occidentalis,591.05,2.77,,,,
Strix_occidentalis_caurina,621.00,2.79,,,,
Strix_occidentalis_lucida,539.00,2.73,,,,
Strix_occidentalis_occidentalis,606.00,2.78,,,,
Strix_ocellata,559.09,2.75,,,,
Strix_rufipes,392.50,2.59,,,,
Strix_sartorii,716.50,2.86,,,,
Strix_seloputo,1011.00,3.00,,,,
Strix_uralensis,764.06,2.88,,,,
Strix_uralensis_macroura,1128.50,3.05,,,,
Strix_varia,748.10,2.87,,,,
Strix_virgata,255.08,2.41,,,,
Strix_woodfordii,354.44,2.55,,,,
Strobilurus_torquatus,39.00,1.59,,,,
Strongylura__marina,2300.00,3.36,,,,
Strongylura_anastomella,1000.00,3.00,,,,
Strongylura_marina,2300.00,3.36,,,,
Strongylura_strongylura,41.75,1.62,,,,
Strophocincla_cachinnans,78.64,1.90,,,,
Strophocincla_fairbanki,45.50,1.66,,,,
Strophurus_assimilis,9.82,0.99,,,,
Strophurus_ciliaris,10.85,1.04,,,,
Strophurus_elderi,2.24,0.35,,,,
Strophurus_intermedius,8.53,0.93,,,,
Strophurus_jeanae,2.55,0.41,,,,
Strophurus_krisalys,7.17,0.86,,,,
Strophurus_mcmillani,3.20,0.51,,,,
Strophurus_michaelseni,4.18,0.62,,,,
Strophurus_rankini,5.29,0.72,,,,
Strophurus_robinsoni,3.56,0.55,,,,
Strophurus_spinigerus,7.57,0.88,,,,
Strophurus_strophurus,7.59,0.88,,,,
Strophurus_taeniatus,2.70,0.43,,,,
Strophurus_wellingtonae,12.60,1.10,,,,
Strophurus_williamsi,5.79,0.76,,,,
Strophurus_wilsoni,4.59,0.66,,,,
Strunella_neglecta,112.55,2.05,,,,
Struthidea_cinerea,129.73,2.11,,,,
Struthio_camelus,112808.79,5.05,,,,
Struthio_molybdophanes,109250.00,5.04,,,,
Stumpffia_pygmaea,0.20,-0.70,,,,
Sturnella_bellicosa,58.00,1.76,,,,
Sturnella_defilippii,61.00,1.79,,,,
Sturnella_loyca,98.25,1.99,,,,
Sturnella_magna,100.01,2.00,,,,
Sturnella_magna_alticola,99.35,2.00,,,,
Sturnella_magna_lilianae,112.60,2.05,,,,
Sturnella_militaris,44.76,1.65,,,,
Sturnella_neglecta,99.42,2.00,,,,
Sturnella_superciliaris,47.33,1.68,,,,
Sturnia_blythii,38.00,1.58,,,,
Sturnia_malabarica,41.00,1.61,,,,
Sturnia_pagodarum,47.95,1.68,,,,
Sturnia_philippensis,28.80,1.46,,,,
Sturnia_sinensis,61.00,1.79,,,,
Sturnia_sturnina,49.40,1.69,,,,
Sturnira_aratathomasi,44.68,1.65,,,,
Sturnira_bidens,15.70,1.20,,,,
Sturnira_bogotensis,20.60,1.31,,,,
Sturnira_erythromos,13.50,1.13,,,,
Sturnira_lilium,18.53,1.27,,,,
Sturnira_ludovici,19.21,1.28,,,,
Sturnira_luisi,14.99,1.18,,,,
Sturnira_magna,30.77,1.49,,,,
Sturnira_mistratensis,22.27,1.35,,,,
Sturnira_mordax,15.11,1.18,,,,
Sturnira_nana,10.58,1.02,,,,
Sturnira_oporaphilum,21.87,1.34,,,,
Sturnira_thomasi,17.53,1.24,,,,
Sturnira_tildae,21.99,1.34,,,,
Sturnus_albofrontatus,81.72,1.91,,,,
Sturnus_burmannicus,81.72,1.91,,,,
Sturnus_cineraceus,89.00,1.95,,,,
Sturnus_contra,83.99,1.92,,,,
Sturnus_erythropygius,81.72,1.91,,,,
Sturnus_malabaricus,39.60,1.60,,,,
Sturnus_melanopterus,81.72,1.91,,,,
Sturnus_nigricollis,156.92,2.20,,,,
Sturnus_pagodarum,48.90,1.69,,,,
Sturnus_philippensis,28.80,1.46,,,,
Sturnus_roseus,71.63,1.86,,,,
Sturnus_sericeus,81.72,1.91,,,,
Sturnus_sinensis,61.00,1.79,,,,
Sturnus_sturninus,49.32,1.69,,,,
Sturnus_unicolor,90.48,1.96,,,,
Sturnus_vulgaris,83.49,1.92,,,,
Sturnus_vulgaris_indicus,72.00,1.86,,,,
Styloctenium_wallacei,172.86,2.24,,,,
Stylodipus_andrewsi,59.73,1.78,,,,
Stylodipus_sungorus,61.96,1.79,,,,
Stylodipus_telum,57.08,1.76,,,,
Stymphalornis_acutirostris,10.00,1.00,,,,
Sublegatus_arenarum,13.31,1.12,,,,
Sublegatus_modestus,14.35,1.16,,,,
Sublegatus_obscurior,16.00,1.20,,,,
Suezichthys_gracilis,2.90,0.46,,,,
Sufflamen_albicaudatum,177.00,2.25,,,,
Sufflamen_bursa,85.55,1.93,,,,
Sufflamen_chrysopterum,287.67,2.46,,,,
Sufflamen_fraenatum,409.90,2.61,,,,
Sufflogobius_bibarbatus,17.23,1.24,,,,
Sugomel_nigrum,9.90,1.00,,,,
Suiriri_islerorum,22.80,1.36,,,,
Suiriri_suiriri,15.51,1.19,,,,
Sula_abbotti,1615.50,3.21,,,,
Sula_bassana,3019.95,3.48,,,,
Sula_capensis,2630.27,3.42,,,,
Sula_dactylatra,1850.13,3.27,,,,
Sula_dactylatra_dactylatra,1580.00,3.20,,,,
Sula_dactylatra_personata,2282.00,3.36,,,,
Sula_granti,1983.27,3.30,,,,
Sula_leucogaster,1299.98,3.11,,,,
Sula_leucogaster_brewsteri,1320.50,3.12,,,,
Sula_leucogaster_leucogaster,1219.00,3.09,,,,
Sula_leucogaster_plotus,1356.00,3.13,,,,
Sula_nebouxii,1633.68,3.21,,,,
Sula_serrator,2344.23,3.37,,,,
Sula_sula,972.30,2.99,,,,
Sula_sula_rubripes,1223.00,3.09,,,,
Sula_sula_websteri,1185.00,3.07,,,,
Sula_variegata,1433.12,3.16,,,,
Suncus_aequatorius,7.58,0.88,,,,
Suncus_ater,11.10,1.05,,,,
Suncus_dayi,9.43,0.97,,,,
Suncus_etruscus,1.92,0.28,,,,
Suncus_fellowesgordoni,4.99,0.70,,,,
Suncus_hosei,4.99,0.70,,,,
Suncus_infinitesimus,4.20,0.62,,,,
Suncus_lixus,7.55,0.88,,,,
Suncus_madagascariensis,3.10,0.49,,,,
Suncus_malayanus,4.63,0.67,,,,
Suncus_megalura,5.38,0.73,,,,
Suncus_mertensi,7.95,0.90,,,,
Suncus_montanus,31.94,1.50,,,,
Suncus_murinus,48.93,1.69,,,,
Suncus_remyi,3.70,0.57,,,,
Suncus_stoliczkanus,9.43,0.97,,,,
Suncus_varilla,5.00,0.70,,,,
Suncus_zeylanicus,37.84,1.58,,,,
Sundamys_infraluteus,418.27,2.62,,,,
Sundamys_maxi,361.00,2.56,,,,
Sundamys_muelleri,304.53,2.48,,,,
Sundasciurus_brookei,114.78,2.06,,,,
Sundasciurus_davensis,231.21,2.36,,,,
Sundasciurus_fraterculus,111.26,2.05,,,,
Sundasciurus_hippurus,389.22,2.59,,,,
Sundasciurus_hoogstraali,229.26,2.36,,,,
Sundasciurus_jentinki,201.53,2.30,,,,
Sundasciurus_juvencus,229.23,2.36,,,,
Sundasciurus_lowii,81.89,1.91,,,,
Sundasciurus_mindanensis,231.02,2.36,,,,
Sundasciurus_moellendorffi,260.20,2.42,,,,
Sundasciurus_philippinensis,257.53,2.41,,,,
Sundasciurus_rabori,230.53,2.36,,,,
Sundasciurus_samarensis,224.84,2.35,,,,
Sundasciurus_steerii,260.20,2.42,,,,
Sundasciurus_tenuis,75.02,1.88,,,,
Sundatyphlops_polygrammicus,24.00,1.38,,,,
Surdisorex_norae,15.23,1.18,,,,
Surdisorex_polulus,10.02,1.00,,,,
Suricata_suricatta,587.67,2.77,,,,
Surnia_ulula,346.01,2.54,,,,
Surniculus_dicruroides,36.50,1.56,,,,
Surniculus_lugubris,30.13,1.48,,,,
Surniculus_musschenbroeki,29.70,1.47,,,,
Surniculus_velutinus,40.33,1.61,,,,
Sus_ahoenobarbus,88159.87,4.95,,,,
Sus_barbatus,104254.58,5.02,,,,
Sus_bucculentus,81648.19,4.91,,,,
Sus_cebifrons,168781.73,5.23,,,,
Sus_celebensis,59656.61,4.78,,,,
Sus_oliveri,88159.87,4.95,,,,
Sus_philippensis,168781.73,5.23,,,,
Sus_salvanius,7135.62,3.85,,,,
Sus_scrofa,81015.69,4.91,,,,
Sus_verrucosus,83792.66,4.92,,,,
Suta_suta,82.03,1.91,,,,
Suthora_fulvifrons,6.33,0.80,,,,
Suthora_nipalensis,5.50,0.74,,,,
Suthora_verreauxi,5.50,0.74,,,,
Swynnertonia_swynnertoni,17.66,1.25,,,,
Syacium_micrurum,500.00,2.70,,,,
Syconycteris_australis,17.22,1.24,,,,
Syconycteris_carolinae,39.27,1.59,,,,
Syconycteris_hobbit,19.04,1.28,,,,
Sylvia_althaea,14.48,1.16,,,,
Sylvia_atricapilla,19.73,1.30,,,,
Sylvia_balearica,9.90,1.00,,,,
Sylvia_boehmi,14.00,1.15,,,,
Sylvia_borin,20.75,1.32,,,,
Sylvia_buryi,22.00,1.34,,,,
Sylvia_cantillans,10.20,1.01,,,,
Sylvia_communis,16.97,1.23,,,,
Sylvia_conspicillata,9.80,0.99,,,,
Sylvia_crassirostris,22.38,1.35,,,,
Sylvia_curruca,12.66,1.10,,,,
Sylvia_deserti,9.33,0.97,,,,
Sylvia_deserticola,8.90,0.95,,,,
Sylvia_hortensis,23.84,1.38,,,,
Sylvia_layardi,14.73,1.17,,,,
Sylvia_leucomelaena,14.76,1.17,,,,
Sylvia_lugens,15.03,1.18,,,,
Sylvia_margelanica,16.70,1.22,,,,
Sylvia_melanocephala,13.79,1.14,,,,
Sylvia_melanothorax,12.30,1.09,,,,
Sylvia_minula,11.54,1.06,,,,
Sylvia_mystacea,10.30,1.01,,,,
Sylvia_nana,9.61,0.98,,,,
Sylvia_nisoria,24.31,1.39,,,,
Sylvia_rueppelli,13.01,1.11,,,,
Sylvia_ruppeli,13.30,1.12,,,,
Sylvia_sarda,10.70,1.03,,,,
Sylvia_subalpina,9.60,0.98,,,,
Sylvia_subcaerulea,14.50,1.16,,,,
Sylvia_subcaeruleum,14.20,1.15,,,,
Sylvia_undata,10.59,1.02,,,,
Sylvicapra_grimmia,14459.67,4.16,,,,
Sylvietta_brachyura,7.94,0.90,,,,
Sylvietta_denti,8.47,0.93,,,,
Sylvietta_isabellina,10.00,1.00,,,,
Sylvietta_leucophrys,12.11,1.08,,,,
Sylvietta_philippae,8.71,0.94,,,,
Sylvietta_rufescens,14.42,1.16,,,,
Sylvietta_ruficapilla,11.42,1.06,,,,
Sylvietta_virens,8.52,0.93,,,,
Sylvietta_whytii,10.55,1.02,,,,
Sylvilagus_aquaticus,1621.15,3.21,,,,
Sylvilagus_audubonii,723.97,2.86,,,,
Sylvilagus_bachmani,562.40,2.75,,,,
Sylvilagus_brasiliensis,958.49,2.98,,,,
Sylvilagus_cognatus,1319.26,3.12,,,,
Sylvilagus_cunicularius,2784.08,3.44,,,,
Sylvilagus_dicei,1244.67,3.10,,,,
Sylvilagus_floridanus,915.23,2.96,,,,
Sylvilagus_graysoni,962.72,2.98,,,,
Sylvilagus_idahoensis,348.69,2.54,,,,
Sylvilagus_insonus,3002.84,3.48,,,,
Sylvilagus_leonensis,1504.52,3.18,,,,
Sylvilagus_mansuetus,741.53,2.87,,,,
Sylvilagus_nuttallii,767.43,2.89,,,,
Sylvilagus_obscurus,1218.45,3.09,,,,
Sylvilagus_palustris,1380.34,3.14,,,,
Sylvilagus_robustus,1351.26,3.13,,,,
Sylvilagus_transitionalis,724.30,2.86,,,,
Sylvilagus_varynaensis,1218.45,3.09,,,,
Sylviorthorhynchus_desmursii,10.90,1.04,,,,
Sylviparus_modestus,7.92,0.90,,,,
Sylvisorex_camerunensis,5.83,0.77,,,,
Sylvisorex_granti,3.80,0.58,,,,
Sylvisorex_howelli,4.32,0.64,,,,
Sylvisorex_isabellae,9.99,1.00,,,,
Sylvisorex_johnstoni,3.19,0.50,,,,
Sylvisorex_konganensis,5.15,0.71,,,,
Sylvisorex_lunaris,18.64,1.27,,,,
Sylvisorex_megalura,5.28,0.72,,,,
Sylvisorex_morio,9.99,1.00,,,,
Sylvisorex_ollula,15.74,1.20,,,,
Sylvisorex_oriundus,14.39,1.16,,,,
Sylvisorex_pluvialis,5.83,0.77,,,,
Sylvisorex_vulcanorum,3.49,0.54,,,,
Syma_megarhyncha,86.50,1.94,,,,
Syma_torotoro,39.16,1.59,,,,
Symbos_cavifrons,399242.87,5.60,,,,
Symphalangus_syndactylus,9200.58,3.96,,,,
Symphimus_mayae,195.61,2.29,,,,
Symphodus_bailloni,33.00,1.52,,,,
Symphodus_mediterraneus,22.88,1.36,,,,
Symphodus_melops,27.26,1.44,,,,
Symphodus_ocellatus,25.50,1.41,,,,
Symphodus_rostratus,12.00,1.08,,,,
Symphodus_tinca,77.24,1.89,,,,
Symphorus_nematophorus,13200.00,4.12,,,,
Symposiachrus_axillaris,15.60,1.19,,,,
Symposiachrus_barbatus,21.00,1.32,,,,
Symposiachrus_bimaculatus,13.10,1.12,,,,
Symposiachrus_boanensis,13.50,1.13,,,,
Symposiachrus_guttula,16.28,1.21,,,,
Symposiachrus_manadensis,20.75,1.32,,,,
Symposiachrus_trivirgatus,13.10,1.12,,,,
Symposiachrus_verticalis,21.70,1.34,,,,
Symposiachrus_vidua,17.20,1.24,,,,
Synallaxis_albescens,12.42,1.09,,,,
Synallaxis_albigularis,15.40,1.19,,,,
Synallaxis_albilora,16.65,1.22,,,,
Synallaxis_azarae,17.81,1.25,,,,
Synallaxis_brachyura,18.27,1.26,,,,
Synallaxis_cabanisi,22.70,1.36,,,,
Synallaxis_candei,15.29,1.18,,,,
Synallaxis_castanea,15.97,1.20,,,,
Synallaxis_cherriei,16.00,1.20,,,,
Synallaxis_cinerascens,13.59,1.13,,,,
Synallaxis_cinnamomea,18.39,1.26,,,,
Synallaxis_cinnamomea_carri,19.00,1.28,,,,
Synallaxis_cinnamomea_terrestris,23.00,1.36,,,,
Synallaxis_courseni,17.03,1.23,,,,
Synallaxis_erythrothorax,17.63,1.25,,,,
Synallaxis_frontalis,15.01,1.18,,,,
Synallaxis_fuscorufa,16.32,1.21,,,,
Synallaxis_gujanensis,18.13,1.26,,,,
Synallaxis_hellmayri,26.00,1.41,,,,
Synallaxis_hypospodia,17.50,1.24,,,,
Synallaxis_infuscata,18.77,1.27,,,,
Synallaxis_kollari,16.48,1.22,,,,
Synallaxis_macconnelli,20.43,1.31,,,,
Synallaxis_maranonica,14.70,1.17,,,,
Synallaxis_moesta,23.29,1.37,,,,
Synallaxis_propinqua,20.63,1.31,,,,
Synallaxis_ruficapilla,13.80,1.14,,,,
Synallaxis_rutilans,17.40,1.24,,,,
Synallaxis_scutata,15.68,1.20,,,,
Synallaxis_spixi,12.72,1.10,,,,
Synallaxis_stictothorax,10.20,1.01,,,,
Synallaxis_subpudica,16.48,1.22,,,,
Synallaxis_tithys,15.80,1.20,,,,
Synallaxis_unirufa,21.36,1.33,,,,
Synallaxis_whitneyi,16.31,1.21,,,,
Synallaxis_zimmeri,13.32,1.12,,,,
Synanceia_verrucosa,1750.00,3.24,,,,
Synaphobranchus_kaupii,19.42,1.29,,,,
Synaptomys_australis,52.83,1.72,,,,
Synaptomys_borealis,21.31,1.33,,,,
Synaptomys_bunkeri,19.98,1.30,,,,
Synaptomys_cooperi,25.89,1.41,,,,
Syncerus_caffer,427463.87,5.63,,,,
Syndactyla_dimidiata,29.43,1.47,,,,
Syndactyla_guttulata,36.00,1.56,,,,
Syndactyla_roraimae,27.46,1.44,,,,
Syndactyla_ruficollis,32.08,1.51,,,,
Syndactyla_rufosuperciliata,25.60,1.41,,,,
Syndactyla_subalaris,28.90,1.46,,,,
Syngnathoides_biaculeatus,5.25,0.72,,,,
Syngnathus_abaster,0.33,-0.48,,,,
Syngnathus_acus,11.17,1.05,,,,
Syngnathus_fuscus,21.65,1.34,,,,
Syngnathus_rostellatus,3.33,0.52,,,,
Syngnathus_schlegeli,3.39,0.53,,,,
Syngnathus_typhle,7.27,0.86,,,,
Syngnathus_watermeyeri,1.19,0.08,,,,
Synodontis_batensoda,1500.00,3.18,,,,
Synodontis_nigromaculatus,315.00,2.50,,,,
Synodontis_schall,500.00,2.70,,,,
Synodontis_waterloti,85.00,1.93,,,,
Synodontis_zambezensis,820.00,2.91,,,,
Synodus_binotatus,3.90,0.59,,,,
Synodus_dermatogenys,291.00,2.46,,,,
Synodus_foetens,900.00,2.95,,,,
Synodus_indicus,245.00,2.39,,,,
Synodus_intermedius,1000.00,3.00,,,,
Synodus_saurus,45.00,1.65,,,,
Synodus_scituliceps,440.00,2.64,,,,
Synodus_sechurae,516.00,2.71,,,,
Synodus_variegatus,69.64,1.84,,,,
Syntarsus_rhodesiensis,14669.50,4.17,,,,
Syntheosciurus_brochus,127.57,2.11,,,,
Synthliboramphus_antiquus,225.70,2.35,,,,
Synthliboramphus_craveri,151.00,2.18,,,,
Synthliboramphus_hypoleucus,179.65,2.25,,,,
Synthliboramphus_scrippsi,167.00,2.22,,,,
Synthliboramphus_wumizusume,199.33,2.30,,,,
Sypheotides_indica,740.00,2.87,,,,
Sypheotides_indicus,619.66,2.79,,,,
Syrigma_sibilatrix,493.58,2.69,,,,
Syrmaticus_ellioti,1142.61,3.06,,,,
Syrmaticus_humiae,963.03,2.98,,,,
Syrmaticus_mikado,1178.42,3.07,,,,
Syrmaticus_reevesii,1230.40,3.09,,,,
Syrmaticus_soemmerringi,1100.00,3.04,,,,
Syrmaticus_soemmerringii,994.33,3.00,,,,
Syrrhaptes_paradoxus,268.21,2.43,,,,
Syrrhaptes_tibetanus,361.89,2.56,,,,
Systellura_longirostris,45.60,1.66,,,,
Systomus_sarana,1400.00,3.15,,,,
Taccocua_leschenaultii,211.50,2.33,,,,
Tachornis_furcata,6.50,0.81,,,,
Tachornis_phoenicobia,10.43,1.02,,,,
Tachornis_squamata,11.72,1.07,,,,
Tachuris_rubrigastra,8.40,0.92,,,,
Tachybaptus_dominicus,147.89,2.17,,,,
Tachybaptus_novaehollandiae,215.22,2.33,,,,
Tachybaptus_pelzelnii,188.42,2.28,,,,
Tachybaptus_ruficollis,156.03,2.19,,,,
Tachybaptus_ruficollis_philippensis,242.50,2.38,,,,
Tachybaptus_tricolor,174.00,2.24,,,,
Tachycineta_albilinea,17.10,1.23,,,,
Tachycineta_albiventer,18.73,1.27,,,,
Tachycineta_bicolor,21.54,1.33,,,,
Tachycineta_cyaneoviridis,18.23,1.26,,,,
Tachycineta_euchrysea,17.01,1.23,,,,
Tachycineta_leucopyga,14.95,1.17,,,,
Tachycineta_leucorrhoa,16.38,1.21,,,,
Tachycineta_meyeni,15.45,1.19,,,,
Tachycineta_stolzmanni,13.03,1.11,,,,
Tachycineta_thalassina,14.68,1.17,,,,
Tachyeres_brachypterus,3567.89,3.55,,,,
Tachyeres_leucocephalus,3129.19,3.50,,,,
Tachyeres_patachonicus,2821.07,3.45,,,,
Tachyeres_pteneres,4917.53,3.69,,,,
Tachyglossus_aculeatus,2833.87,3.45,,,,
Tachygyia_microlepis,134.41,2.13,,,,
Tachymarptis_aequatorialis,94.38,1.97,,,,
Tachymarptis_melba,98.06,1.99,,,,
Tachymarptis_melba_africanus,87.00,1.94,,,,
Tachymarptis_melba_maximus,128.00,2.11,,,,
Tachymarptis_melba_melba,120.00,2.08,,,,
Tachymarptis_melba_tuneti,110.00,2.04,,,,
Tachymenis_chilensis,28.74,1.46,,,,
Tachymenis_peruviana,37.00,1.57,,,,
Tachyoryctes_ankoliae,309.95,2.49,,,,
Tachyoryctes_annectens,309.95,2.49,,,,
Tachyoryctes_audax,235.00,2.37,,,,
Tachyoryctes_daemon,309.95,2.49,,,,
Tachyoryctes_ibeanus,256.10,2.41,,,,
Tachyoryctes_macrocephalus,608.46,2.78,,,,
Tachyoryctes_naivashae,309.95,2.49,,,,
Tachyoryctes_rex,309.95,2.49,,,,
Tachyoryctes_ruandae,114.65,2.06,,,,
Tachyoryctes_ruddi,309.95,2.49,,,,
Tachyoryctes_spalacinus,309.95,2.49,,,,
Tachyoryctes_splendens,179.51,2.25,,,,
Tachyoryctes_storeyi,309.95,2.49,,,,
Tachyphonus_coronatus,30.57,1.49,,,,
Tachyphonus_cristatus,20.37,1.31,,,,
Tachyphonus_delatrii,18.93,1.28,,,,
Tachyphonus_luctuosus,13.80,1.14,,,,
Tachyphonus_phoenicius,22.42,1.35,,,,
Tachyphonus_rufiventer,19.27,1.28,,,,
Tachyphonus_rufus,37.05,1.57,,,,
Tachyphonus_surinamus,21.33,1.33,,,,
Tachysurus_brashnikowi,100.00,2.00,,,,
Tachysurus_fulvidraco,300.00,2.48,,,,
Tadarida_aegyptiaca,16.15,1.21,,,,
Tadarida_australis,30.54,1.48,,,,
Tadarida_brasiliensis,11.94,1.08,,,,
Tadarida_fulminans,34.91,1.54,,,,
Tadarida_insignis,29.28,1.47,,,,
Tadarida_kuboriensis,28.00,1.45,,,,
Tadarida_latouchei,29.28,1.47,,,,
Tadarida_lobata,28.13,1.45,,,,
Tadarida_teniotis,28.00,1.45,,,,
Tadarida_ventralis,32.83,1.52,,,,
Tadorna_cana,1321.64,3.12,,,,
Tadorna_ferruginea,1313.90,3.12,,,,
Tadorna_radjah,973.29,2.99,,,,
Tadorna_tadorna,1205.97,3.08,,,,
Tadorna_tadornoides,1573.98,3.20,,,,
Tadorna_variegata,1640.79,3.22,,,,
Taeniamia_fucata,5.70,0.76,,,,
Taenianotus_triacanthus,5.50,0.74,,,,
Taenioides_cirratus,41.97,1.62,,,,
Taenioides_limicola,0.49,-0.31,,,,
Taeniophallus_brevirostris,19.00,1.28,,,,
Taeniophallus_occipitalis,56.00,1.75,,,,
Taeniopygia_bichenovii,10.18,1.01,,,,
Taeniopygia_guttata,12.01,1.08,,,,
Taeniopygia_guttata_castanotis,15.45,1.19,,,,
Taeniotriccus_andrei,9.53,0.98,,,,
Taeniura_grabata,84000.00,4.92,,,,
Taeniura_lymma,336.50,2.53,,,,
Taeniura_meyeni,150000.00,5.18,,,,
Taeniurops__meyeni,150000.00,5.18,,,,
Taeniurops_meyeni,150000.00,5.18,,,,
Taeromys_arcuatus,227.00,2.36,,,,
Taeromys_callitrichus,271.00,2.43,,,,
Taeromys_celebensis,323.00,2.51,,,,
Taeromys_hamatus,196.00,2.29,,,,
Taeromys_microbullatus,225.86,2.35,,,,
Taeromys_punicans,138.00,2.14,,,,
Taeromys_taerae,247.00,2.39,,,,
Takydromus_amurensis,9.79,0.99,,,,
Takydromus_dorsalis,5.89,0.77,,,,
Takydromus_formosanus,4.50,0.65,,,,
Takydromus_hani,12.32,1.09,,,,
Takydromus_haughtonianus,5.12,0.71,,,,
Takydromus_hsuehshanensis,5.26,0.72,,,,
Takydromus_intermedius,5.69,0.76,,,,
Takydromus_khasiensis,6.84,0.84,,,,
Takydromus_kuehnei,5.12,0.71,,,,
Takydromus_sauteri,9.11,0.96,,,,
Takydromus_septentrionalis,8.15,0.91,,,,
Takydromus_sexlineatus,5.81,0.76,,,,
Takydromus_smaragdinus,4.21,0.62,,,,
Takydromus_stejnegeri,4.40,0.64,,,,
Takydromus_sylvaticus,4.60,0.66,,,,
Takydromus_tachydromoides,5.86,0.77,,,,
Takydromus_toyamai,3.86,0.59,,,,
Takydromus_wolteri,4.89,0.69,,,,
Talegalla_cuvieri,1785.00,3.25,,,,
Talegalla_fuscirostris,1406.62,3.15,,,,
Talegalla_jobiensis,1537.95,3.19,,,,
Talpa_altaica,85.76,1.93,,,,
Talpa_caeca,83.44,1.92,,,,
Talpa_caucasica,90.01,1.95,,,,
Talpa_davidiana,81.41,1.91,,,,
Talpa_europaea,74.08,1.87,,,,
Talpa_levantis,80.54,1.91,,,,
Talpa_occidentalis,59.99,1.78,,,,
Talpa_romana,92.62,1.97,,,,
Talpa_stankovici,75.84,1.88,,,,
Tamandua_mexicana,4165.71,3.62,,,,
Tamandua_tetradactyla,4970.07,3.70,,,,
Tamias_alpinus,36.70,1.56,,,,
Tamias_amoenus,41.04,1.61,,,,
Tamias_aristus,143.51,2.16,,,,
Tamias_bulleri,100.00,2.00,,,,
Tamias_canipes,69.83,1.84,,,,
Tamias_cinereicollis,61.78,1.79,,,,
